ride_id,user_id,pickup_city,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,pickup_datetime,dropoff_datetime,ride_status,vehicle_type,distance_miles,duration_minutes,fare_amount_usd,tip_amount_usd,surge_multiplier,payment_method,ride_purpose,user_rating,wait_time_minutes
2020234,6422324,Los Angeles,33.96501,-118.29594,34.14797,-118.15352,2023-01-18 12:34:46,2023-01-18 13:11:46,Cancelled,SUV,15.04,37,0.0,0.0,1.0,Credit Card,Business Meeting,,1
1330877,5987882,Houston,29.8519,-95.45053,29.7005,-95.32519,2022-03-13 12:36:28,2022-03-13 13:02:28,Completed,Sedan,12.88,26,25.68,0.81,1.0,Debit Card,Food Delivery,5,1
6944712,3551223,Boston,42.28685,-71.0538,42.27051,-71.1426,2023-01-01 12:38:45,2023-01-01 12:52:45,Completed,Luxury,4.68,14,28.32,0.23,1.5,Debit Card,Night Out,4,15
2833003,3326217,San Francisco,37.80569,-122.36748,37.69207,-122.4917,2024-02-29 03:04:30,2024-02-29 03:28:30,Completed,Electric SUV,10.38,24,27.41,0.75,1.0,App Wallet,Business Meeting,5,20
3486391,2204536,San Francisco,37.80747,-122.36066,37.82173,-122.42358,2023-09-10 19:03:30,2023-09-10 19:16:30,Completed,Sedan,3.57,13,22.32,0.5,2.5,Debit Card,Tourist,5,4
1774531,1302107,Seattle,47.54353,-122.35228,47.66446,-122.42454,2023-12-24 12:33:29,2023-12-24 13:24:29,Completed,Sedan,9.01,51,22.46,8.92,1.2,App Wallet,Daily Commute,5,4
1804359,7391744,Orlando,28.51002,-81.41357,28.56087,-81.32044,2024-10-29 02:15:27,2024-10-29 02:50:27,Completed,SUV,6.66,35,25.73,0.78,1.5,Debit Card,Airport Transfer,5,5
4568567,9140659,Atlanta,33.79552,-84.33024,33.7951,-84.35386,2022-03-11 17:17:31,2022-03-11 17:22:31,Completed,SUV,1.36,5,5.49,0.88,1.0,App Wallet,Airport Transfer,4,4
5763425,5808059,San Diego,32.62551,-117.25116,32.62623,-117.0676,2022-12-16 19:07:30,2022-12-16 19:47:30,Completed,Electric Sedan,10.68,40,28.63,0.89,1.2,Credit Card,Shopping,4,4
7361967,4649201,Boston,42.43917,-71.13221,42.26853,-70.99209,2024-03-30 16:03:31,2024-03-30 16:36:31,Completed,Sedan,13.79,33,27.32,5.23,1.0,Debit Card,Event,1,3
5588567,9278977,Dallas,32.84425,-96.84962,32.77341,-96.85546,2022-08-25 12:42:04,2022-08-25 13:06:04,Completed,Luxury,4.91,24,23.62,2.05,1.2,Credit Card,Event,4,2
3732711,3806856,Houston,29.70067,-95.28347,29.71148,-95.42639,2024-03-26 00:30:27,2024-03-26 01:14:27,In Progress,Electric Sedan,8.61,44,0.0,0.0,1.0,Promo Credit,Daily Commute,,4
7230825,4298317,San Francisco,37.80428,-122.33824,37.72132,-122.43316,2024-10-14 02:12:35,2024-10-14 02:47:35,Completed,SUV,7.73,35,19.51,8.84,1.0,Credit Card,Shopping,5,3
1638424,8325429,New York,40.65364,-74.01883,40.67637,-74.04068,2022-07-06 06:55:08,2022-07-06 06:59:08,Completed,Sedan,1.94,4,5.99,3.05,1.0,Credit Card,School Run,5,3
8881314,7126514,Chicago,41.83591,-87.70808,41.94751,-87.72458,2024-11-01 08:12:13,2024-11-01 08:48:13,Completed,Electric Sedan,7.76,36,18.02,0.59,1.0,App Wallet,Airport Transfer,5,2
5427893,8759053,Boston,42.37611,-71.02578,42.40106,-71.0658,2022-03-03 09:13:52,2022-03-03 09:20:52,No-show,Luxury,2.67,7,0.0,0.0,1.0,App Wallet,Airport Transfer,,4
6192924,9986878,San Francisco,37.71132,-122.37156,37.74233,-122.47601,2022-02-09 00:54:02,2022-02-09 01:16:02,Completed,Electric Sedan,6.1,22,26.46,0.01,1.8,Credit Card,Food Delivery,5,8
9650840,4884674,Seattle,47.54444,-122.31836,47.63671,-122.34177,2022-11-01 20:18:42,2022-11-01 20:44:42,Completed,Minivan,6.47,26,27.79,1.78,1.8,App Wallet,School Run,4,3
4509930,3903944,San Francisco,37.80439,-122.39409,37.67686,-122.48548,2023-07-13 18:43:31,2023-07-13 19:09:31,Completed,Minivan,10.13,26,22.76,1.77,1.0,App Wallet,Medical Appointment,5,4
3755737,3778530,Portland,45.56091,-122.65936,45.61018,-122.73877,2022-10-05 15:47:27,2022-10-05 15:58:27,No-show,Sedan,5.13,11,0.0,0.0,1.0,Credit Card,Tourist,,6
4242127,7550354,Chicago,41.88645,-87.66752,41.94318,-87.57974,2023-01-04 17:26:38,2023-01-04 17:59:38,Completed,Sedan,5.98,33,13.26,0.61,1.0,App Wallet,Daily Commute,1,2
5271085,4848096,San Diego,32.70939,-117.10955,32.75218,-117.24712,2024-04-08 21:56:56,2024-04-08 22:30:56,Cancelled,Luxury,8.53,34,0.0,0.0,1.2,Promo Credit,Airport Transfer,,5
4721262,9132101,San Francisco,37.75531,-122.41198,37.73816,-122.48439,2022-11-12 00:41:27,2022-11-12 01:00:27,Completed,Minivan,4.13,19,10.76,0.53,1.0,Credit Card,Medical Appointment,5,15
3491693,8777067,Houston,29.81653,-95.28886,29.79146,-95.41393,2024-06-18 07:27:35,2024-06-18 08:09:35,Cancelled,Sedan,7.7,42,0.0,0.0,1.5,Debit Card,Daily Commute,,20
3804524,9839097,New York,40.8034,-74.0397,40.76971,-73.98572,2023-10-08 10:53:25,2023-10-08 11:04:25,Completed,Minivan,3.66,11,9.82,0.73,1.0,App Wallet,Business Meeting,5,4
4425184,7231635,Phoenix,33.51139,-112.01707,33.51133,-112.15364,2023-11-15 08:47:58,2023-11-15 09:26:58,No-show,Sedan,7.87,39,0.0,0.0,1.0,Debit Card,Airport Transfer,,6
1113591,5983404,New York,40.80548,-74.00315,40.66343,-73.99884,2024-06-26 19:36:36,2024-06-26 20:01:36,Completed,Sedan,9.82,25,40.35,3.18,2.0,Credit Card,Airport Transfer,5,2
8172541,2093437,Houston,29.75098,-95.42026,29.7497,-95.3045,2022-11-10 16:57:44,2022-11-10 17:32:44,Completed,Sedan,6.94,35,22.49,5.8,1.5,App Wallet,Shopping,4,20
2824137,1576513,New York,40.63448,-73.94609,40.80533,-74.04255,2023-08-17 06:57:36,2023-08-17 08:11:36,Completed,Sedan,12.84,74,25.61,8.45,1.0,Debit Card,Shopping,4,4
9282682,7794562,New York,40.66913,-73.9622,40.73448,-73.94517,2023-10-08 07:05:19,2023-10-08 07:26:19,Completed,SUV,4.6,21,12.62,0.33,1.0,Corporate,Shopping,5,12
1248757,2929005,Miami,25.793,-80.17347,25.68482,-80.09893,2022-02-16 20:20:31,2022-02-16 20:57:31,Completed,SUV,8.8,37,21.86,3.48,1.0,Credit Card,Business Meeting,3,10
7396484,3487906,Seattle,47.51365,-122.26568,47.60972,-122.2695,2023-01-08 03:03:40,2023-01-08 03:40:40,Completed,SUV,6.64,37,51.32,0.86,3.0,App Wallet,Daily Commute,5,1
2243803,6268380,Los Angeles,34.1249,-118.15939,34.14561,-118.2883,2022-08-01 22:17:11,2022-08-01 23:01:11,Completed,Sedan,7.51,44,24.03,5.67,1.5,App Wallet,Medical Appointment,5,6
7238752,1194669,Denver,39.64874,-104.96698,39.80972,-104.99485,2022-08-14 22:39:24,2022-08-14 23:02:24,Completed,SUV,11.22,23,27.18,15.46,1.0,Debit Card,Food Delivery,5,6
8333911,1419315,Houston,29.78844,-95.40059,29.82885,-95.36249,2023-11-04 04:23:58,2023-11-04 04:38:58,Cancelled,Sedan,3.61,15,0.0,0.0,1.0,App Wallet,Airport Transfer,,6
4325758,3321736,Austin,30.26545,-97.69122,30.18992,-97.66636,2022-11-02 13:17:57,2022-11-02 13:44:57,In Progress,SUV,5.43,27,0.0,0.0,1.2,Corporate,Airport Transfer,,6
8700352,4893031,Phoenix,33.49307,-112.00614,33.52357,-112.14563,2023-06-17 21:48:38,2023-06-17 22:34:38,Cancelled,Sedan,8.31,46,0.0,0.0,1.0,Credit Card,Medical Appointment,,4
1382099,5902613,Miami,25.68735,-80.17448,25.68996,-80.16549,2023-06-16 08:52:19,2023-06-16 08:55:19,Cancelled,Sedan,0.59,3,0.0,0.0,1.2,Credit Card,Event,,4
7441158,5530209,San Diego,32.71243,-117.25461,32.65813,-117.18301,2024-07-04 14:55:09,2024-07-04 15:21:09,Completed,Minivan,5.6,26,13.7,2.16,1.0,App Wallet,Business Meeting,5,20
1568949,3111842,San Francisco,37.84964,-122.50687,37.83138,-122.47365,2023-03-11 23:19:46,2023-03-11 23:24:46,Cancelled,Sedan,2.21,5,0.0,0.0,1.0,Credit Card,Airport Transfer,,1
8726537,7935909,Houston,29.82877,-95.42154,29.74463,-95.40754,2022-07-26 00:25:04,2022-07-26 00:42:04,Completed,SUV,5.87,17,15.41,8.6,1.0,Credit Card,Business Meeting,5,1
1360243,9583352,Atlanta,33.78046,-84.39297,33.77219,-84.44162,2022-11-24 23:39:45,2022-11-24 23:45:45,Completed,Electric Sedan,2.85,6,8.2,5.53,1.0,Crypto,Airport Transfer,5,4
2978939,3942057,San Francisco,37.74019,-122.40281,37.73618,-122.49674,2022-07-17 02:03:12,2022-07-17 02:23:12,Completed,Sedan,5.14,20,14.1,0.54,1.2,App Wallet,Night Out,5,4
2329040,8799390,Austin,30.34464,-97.75936,30.26408,-97.6748,2022-06-21 21:16:15,2022-06-21 21:32:15,Completed,Sedan,7.51,16,28.83,5.52,1.8,Debit Card,Business Meeting,5,6
3464453,3722870,New York,40.62282,-74.10489,40.62685,-73.96421,2023-08-24 05:12:48,2023-08-24 05:29:48,Completed,SUV,7.38,17,46.84,3.97,2.5,Credit Card,Airport Transfer,5,6
4491534,5771473,Nashville,36.09963,-86.77661,36.12394,-86.7052,2024-06-02 01:55:39,2024-06-02 02:08:39,Completed,Sedan,4.33,13,15.44,2.35,1.5,Promo Credit,Daily Commute,2,3
6025773,7182330,San Diego,32.67108,-117.21238,32.72883,-117.16002,2023-02-27 22:20:43,2023-02-27 22:48:43,Cancelled,Compact,5.02,28,0.0,0.0,1.2,App Wallet,Night Out,,4
6453203,1818979,New York,40.66407,-74.09365,40.77776,-73.92453,2023-10-29 23:02:03,2023-10-29 23:26:03,Completed,Sedan,11.84,24,47.62,0.11,2.0,Debit Card,Event,3,6
3297447,4042412,Atlanta,33.73295,-84.30926,33.66065,-84.37919,2023-11-13 06:33:42,2023-11-13 06:54:42,Completed,Electric SUV,6.41,21,26.83,2.53,1.5,App Wallet,Medical Appointment,5,8
3598456,3525706,San Diego,32.69799,-117.21556,32.79801,-117.10721,2024-03-24 08:58:39,2024-03-24 09:32:39,Completed,Compact,9.35,34,29.74,3.18,1.8,Credit Card,Night Out,5,1
5405487,5637705,Los Angeles,33.97236,-118.28537,34.01395,-118.17873,2024-11-23 07:43:39,2024-11-23 07:57:39,Completed,Compact,6.75,14,22.73,0.15,1.8,Credit Card,Daily Commute,4,15
4971856,2470522,Boston,42.35819,-71.02353,42.39275,-70.99368,2024-12-05 15:03:31,2024-12-05 15:16:31,Completed,Sedan,2.83,13,13.67,0.65,1.8,App Wallet,Airport Transfer,5,3
6209732,1604001,Boston,42.28533,-71.03855,42.45211,-71.13138,2024-08-17 09:38:08,2024-08-17 10:12:08,Completed,Compact,12.46,34,21.19,2.66,1.0,App Wallet,Night Out,2,3
1143425,7990479,San Francisco,37.76433,-122.39334,37.72829,-122.47715,2022-07-12 16:38:35,2022-07-12 16:59:35,Completed,Luxury,5.21,21,62.2,10.69,3.0,App Wallet,Daily Commute,3,1
3682705,9732069,Los Angeles,34.06931,-118.15164,34.04401,-118.21391,2022-10-15 15:41:23,2022-10-15 15:58:23,No-show,Electric SUV,3.97,17,0.0,0.0,1.5,Crypto,Daily Commute,,6
1889138,7265758,New York,40.74595,-73.98395,40.75286,-74.07786,2024-09-12 12:45:38,2024-09-12 13:09:38,Completed,Minivan,4.94,24,12.38,0.92,1.0,Promo Credit,Night Out,5,5
8283272,7650663,Dallas,32.73724,-96.71574,32.74125,-96.7586,2024-03-05 11:47:39,2024-03-05 12:01:39,Completed,SUV,2.51,14,24.07,5.93,3.0,Credit Card,Event,5,15
7810921,1509919,Las Vegas,36.14669,-115.20305,36.22234,-115.15111,2024-07-15 22:35:46,2024-07-15 22:50:46,Completed,Compact,5.98,15,11.47,0.63,1.0,App Wallet,Daily Commute,2,5
8826990,7182330,Atlanta,33.69357,-84.44689,33.70305,-84.35694,2022-06-13 23:31:38,2022-06-13 23:56:38,Completed,SUV,5.21,25,13.96,3.43,1.0,Credit Card,Airport Transfer,4,3
5227577,2826037,New York,40.79171,-73.93197,40.68943,-74.04134,2022-12-06 19:48:10,2022-12-06 20:22:10,Completed,Electric SUV,9.1,34,43.81,0.33,1.8,App Wallet,School Run,3,8
4823708,5231132,Los Angeles,34.03178,-118.20228,34.05198,-118.31299,2022-01-15 17:23:20,2022-01-15 18:00:20,Completed,SUV,6.49,37,30.2,3.88,1.8,App Wallet,Airport Transfer,5,8
4084862,3719378,Las Vegas,36.23583,-115.15903,36.09019,-115.14187,2023-08-01 13:36:01,2023-08-01 14:09:01,Completed,Sedan,10.11,33,62.09,2.24,3.0,Debit Card,Airport Transfer,4,2
1294640,7943278,Denver,39.74594,-105.00371,39.75394,-104.88196,2024-05-03 19:16:38,2024-05-03 19:48:38,Completed,Electric Sedan,6.49,32,15.48,5.37,1.0,Credit Card,Event,5,3
1746462,3195950,Detroit,42.41069,-83.10734,42.34181,-83.10901,2023-10-09 19:09:40,2023-10-09 19:26:40,Completed,Sedan,4.76,17,13.28,0.54,1.2,App Wallet,Daily Commute,5,4
6871977,4595231,Las Vegas,36.14016,-115.171,36.20874,-115.19288,2023-06-03 01:34:11,2023-06-03 01:49:11,Cancelled,Electric Sedan,4.89,15,0.0,0.0,2.5,Credit Card,Business Meeting,,8
4941249,5786230,Denver,39.79218,-104.94094,39.67239,-104.91585,2024-03-13 00:54:19,2024-03-13 01:40:19,Completed,Sedan,8.38,46,17.58,0.8,1.0,Debit Card,Night Out,5,12
7533684,5361719,New York,40.75008,-73.99455,40.63536,-73.93552,2023-10-15 18:10:00,2023-10-15 18:27:00,Completed,Sedan,8.51,17,35.64,2.61,2.0,Credit Card,Night Out,5,5
3806238,6093024,Miami,25.67196,-80.14266,25.80917,-80.20496,2022-12-03 19:03:40,2022-12-03 19:48:40,Completed,Electric SUV,10.24,45,27.08,10.68,1.0,App Wallet,Airport Transfer,2,20
2563384,8178368,Houston,29.82032,-95.32796,29.74754,-95.45211,2022-09-17 18:50:02,2022-09-17 19:39:02,Completed,SUV,8.98,49,22.26,8.13,1.0,App Wallet,Daily Commute,4,10
1778389,7229699,Orlando,28.58694,-81.42253,28.57203,-81.34037,2022-10-01 05:02:44,2022-10-01 05:16:44,Completed,Sedan,5.09,14,11.66,2.19,1.0,App Wallet,Airport Transfer,4,4
9957330,8364052,Seattle,47.64097,-122.30254,47.67119,-122.42419,2023-06-27 15:35:56,2023-06-27 16:04:56,Completed,Compact,6.03,29,23.09,2.76,2.0,Credit Card,Daily Commute,5,2
3595874,7785188,Phoenix,33.38566,-112.15748,33.49502,-112.08337,2023-02-19 16:44:26,2023-02-19 17:13:26,Completed,Sedan,8.68,29,18.12,0.44,1.0,Credit Card,Medical Appointment,5,12
4032135,7537039,San Diego,32.77475,-117.25101,32.81517,-117.19326,2024-07-04 02:43:23,2024-07-04 03:03:23,Completed,Compact,4.36,20,9.04,0.0,1.0,Credit Card,Airport Transfer,4,5
9037787,1974038,Los Angeles,34.01556,-118.23409,34.04891,-118.21718,2023-10-16 07:32:13,2023-10-16 07:37:13,Completed,Electric Sedan,2.5,5,18.75,10.59,2.5,Corporate,Medical Appointment,4,6
9029472,5566704,Dallas,32.73788,-96.78364,32.85565,-96.80188,2022-01-18 11:12:21,2022-01-18 11:29:21,No-show,SUV,8.21,17,0.0,0.0,1.0,App Wallet,Night Out,,12
4056833,2766379,Los Angeles,34.0199,-118.29551,34.05842,-118.20284,2022-06-26 20:47:57,2022-06-26 21:19:57,Completed,SUV,5.94,32,28.02,0.15,1.8,Credit Card,Night Out,5,12
6933901,6347815,Detroit,42.36214,-83.01584,42.37267,-83.02027,2024-06-28 06:05:54,2024-06-28 06:08:54,Completed,SUV,0.76,3,4.17,0.47,1.0,Credit Card,Daily Commute,5,5
6575293,1863891,San Francisco,37.68078,-122.3464,37.67145,-122.5123,2023-01-30 21:56:54,2023-01-30 22:32:54,Completed,Sedan,9.1,36,22.66,5.76,1.2,App Wallet,Daily Commute,5,10
3803599,1697484,Austin,30.3596,-97.70613,30.31027,-97.78154,2024-04-23 18:36:51,2024-04-23 18:51:51,Disputed,SUV,5.64,15,0.0,0.0,1.2,Credit Card,Airport Transfer,,1
1548132,5455605,Miami,25.85131,-80.27368,25.69248,-80.23266,2024-11-14 12:09:25,2024-11-14 12:49:25,Completed,Compact,11.27,40,19.41,0.39,1.0,App Wallet,Daily Commute,3,20
7844642,4279897,Minneapolis,45.00164,-93.28189,45.04293,-93.35846,2022-06-06 18:48:55,2022-06-06 19:13:55,Completed,Electric Sedan,4.7,25,14.28,10.16,1.2,Debit Card,Business Meeting,4,1
6682945,2250853,Austin,30.30696,-97.67808,30.31225,-97.82398,2024-11-12 03:31:29,2024-11-12 04:16:29,Completed,Compact,8.71,45,23.35,0.91,1.5,Promo Credit,Daily Commute,5,6
3575900,6054195,New York,40.80003,-74.01868,40.70697,-74.09538,2022-08-02 16:29:21,2022-08-02 16:53:21,Completed,Luxury,7.58,24,43.55,0.43,1.5,App Wallet,Airport Transfer,5,3
5750535,5275417,Los Angeles,34.0665,-118.25949,34.11639,-118.19441,2023-01-31 22:47:27,2023-01-31 23:04:27,Cancelled,Sedan,5.07,17,0.0,0.0,1.0,Corporate,Event,,4
1894345,3950160,San Francisco,37.6862,-122.45936,37.78971,-122.36978,2022-09-19 14:54:02,2022-09-19 15:30:02,Completed,SUV,8.67,36,25.89,0.8,1.2,Promo Credit,Daily Commute,5,12
2680044,7149959,Seattle,47.59865,-122.2523,47.70706,-122.34428,2023-04-06 14:34:35,2023-04-06 14:52:35,Completed,Minivan,8.63,18,29.64,0.8,1.5,App Wallet,Airport Transfer,5,5
5872819,1739839,Dallas,32.70593,-96.85537,32.78511,-96.79136,2022-05-11 04:42:21,2022-05-11 05:11:21,Completed,SUV,6.62,29,25.6,5.64,1.5,Debit Card,Airport Transfer,5,20
7990922,3519929,Boston,42.3277,-71.09851,42.31235,-71.09829,2023-12-27 09:48:26,2023-12-27 09:52:26,Completed,Sedan,1.06,4,4.41,8.63,1.0,Credit Card,Daily Commute,4,8
1957461,4407509,Las Vegas,36.09253,-115.15048,36.14621,-115.23271,2024-03-06 20:38:16,2024-03-06 21:03:16,Completed,Sedan,5.9,25,13.12,0.34,1.0,App Wallet,Medical Appointment,4,10
9568043,7906063,Detroit,42.25425,-83.00851,42.36039,-83.13591,2023-08-21 14:31:59,2023-08-21 15:18:59,Cancelled,Compact,9.81,47,0.0,0.0,1.5,Debit Card,Business Meeting,,6
7456188,7749867,Houston,29.67642,-95.45645,29.77482,-95.32204,2022-08-19 01:10:39,2022-08-19 01:36:39,Completed,Electric SUV,10.55,26,27.82,5.0,1.0,App Wallet,Event,4,15
3671452,3982460,Chicago,41.80674,-87.64341,41.94138,-87.64603,2022-07-18 10:53:38,2022-07-18 11:24:38,Completed,Compact,9.3,31,16.45,0.84,1.0,Credit Card,Tourist,2,3
4909998,3443803,Chicago,41.83959,-87.72813,41.85835,-87.72429,2024-12-12 21:38:42,2024-12-12 21:42:42,Completed,Sedan,1.31,4,5.83,0.3,1.2,App Wallet,Medical Appointment,5,2
7807932,8841972,Seattle,47.66649,-122.26358,47.62848,-122.31471,2022-12-19 04:22:52,2022-12-19 04:36:52,In Progress,Electric Sedan,3.54,14,0.0,0.0,2.5,Debit Card,Business Meeting,,8
3302303,7727100,San Diego,32.80393,-117.10268,32.72425,-117.23177,2022-12-17 12:03:06,2022-12-17 12:43:06,Completed,Sedan,9.3,40,19.24,1.53,1.0,App Wallet,Night Out,5,2
6846864,9920282,Houston,29.8482,-95.45673,29.76923,-95.43278,2023-01-20 12:54:24,2023-01-20 13:08:24,Completed,Electric Sedan,5.64,14,16.54,0.4,1.2,Debit Card,Airport Transfer,4,15
7201703,1694506,Seattle,47.65219,-122.23003,47.69479,-122.42788,2022-10-08 23:10:46,2022-10-08 23:43:46,Completed,Compact,9.66,33,30.58,0.05,1.8,Credit Card,Business Meeting,5,12
7027087,4198878,Nashville,36.13328,-86.78167,36.11907,-86.68574,2024-08-02 23:25:26,2024-08-02 23:51:26,Cancelled,Electric Sedan,5.44,26,0.0,0.0,1.0,App Wallet,Night Out,,4
1281618,9942022,Chicago,41.94179,-87.55416,41.92627,-87.64019,2023-09-19 09:32:12,2023-09-19 09:58:12,Completed,SUV,4.55,26,12.51,0.32,1.0,Debit Card,Airport Transfer,5,4
5249308,7475358,Austin,30.22228,-97.81036,30.28261,-97.65822,2024-07-20 05:45:19,2024-07-20 06:08:19,Completed,Luxury,9.99,23,74.93,0.04,2.0,Credit Card,Airport Transfer,5,10
3190504,3874978,San Francisco,37.81605,-122.50309,37.8562,-122.45278,2022-11-13 19:52:30,2022-11-13 20:13:30,Cancelled,Electric SUV,3.9,21,0.0,0.0,1.5,Debit Card,Business Meeting,,5
8834717,4555648,Las Vegas,36.14698,-115.17035,36.25884,-115.201,2024-09-14 19:31:36,2024-09-14 19:48:36,Completed,SUV,7.92,17,19.92,15.63,1.0,Credit Card,Daily Commute,5,4
4038030,4230379,Chicago,41.80444,-87.61499,41.85586,-87.71515,2024-05-25 16:30:15,2024-05-25 17:02:15,Completed,Minivan,6.26,32,15.02,8.19,1.0,Credit Card,Daily Commute,5,8
1450653,3609000,Austin,30.19561,-97.79658,30.1704,-97.76041,2022-05-09 11:20:36,2022-05-09 11:31:36,No-show,Sedan,2.78,11,0.0,0.0,1.8,Credit Card,Night Out,,6
2290387,3906365,Houston,29.70267,-95.44072,29.79537,-95.27511,2022-01-30 00:02:49,2022-01-30 00:31:49,Cancelled,Electric Sedan,11.82,29,0.0,0.0,1.8,Credit Card,Airport Transfer,,8
3440624,3850158,Las Vegas,36.15334,-115.13426,36.20731,-115.14221,2023-08-18 02:55:12,2023-08-18 03:04:12,Completed,Electric SUV,3.76,9,11.52,2.93,1.0,Crypto,Daily Commute,5,4
8528659,3864681,San Francisco,37.77332,-122.4163,37.8476,-122.42962,2023-03-27 05:27:59,2023-03-27 05:38:59,Completed,Electric Sedan,5.18,11,19.29,0.52,1.5,Credit Card,Shopping,4,2
7238127,1682268,San Francisco,37.83698,-122.48735,37.8433,-122.38966,2022-07-09 07:18:00,2022-07-09 07:46:00,Disputed,Luxury,5.35,28,0.0,0.0,1.0,Credit Card,Event,,8
1258200,3231079,San Francisco,37.82269,-122.45451,37.67974,-122.35865,2024-09-20 11:41:49,2024-09-20 12:08:49,No-show,SUV,11.18,27,0.0,0.0,1.0,Credit Card,Food Delivery,,3
6255664,4191394,Miami,25.85106,-80.10177,25.75782,-80.25323,2022-10-16 11:15:35,2022-10-16 12:01:35,Completed,SUV,11.41,46,27.6,2.49,1.0,Credit Card,Event,5,3
9093425,2723882,Austin,30.21107,-97.7155,30.18556,-97.71114,2023-04-03 09:37:46,2023-04-03 09:43:46,Cancelled,SUV,1.78,6,0.0,0.0,1.0,Credit Card,Food Delivery,,4
8536708,2446859,Chicago,41.80099,-87.69596,41.95785,-87.61879,2023-10-07 09:39:08,2023-10-07 10:22:08,Completed,SUV,11.54,43,69.72,1.7,2.5,App Wallet,Business Meeting,4,8
3893724,5599081,Nashville,36.15442,-86.68611,36.15667,-86.78548,2022-12-01 21:21:40,2022-12-01 21:53:40,Completed,SUV,5.55,32,36.78,2.01,2.5,Credit Card,Food Delivery,4,12
9472131,5967071,Dallas,32.70122,-96.75076,32.76353,-96.76867,2022-07-14 06:12:12,2022-07-14 06:24:12,Completed,Sedan,4.43,12,10.47,1.33,1.0,Debit Card,School Run,5,6
2160854,1175497,Miami,25.756,-80.12677,25.82873,-80.10913,2023-06-24 18:36:39,2023-06-24 19:05:39,Completed,Sedan,5.14,29,23.5,3.5,2.0,Credit Card,Night Out,3,4
8192092,8465826,San Diego,32.77099,-117.09369,32.62692,-117.1286,2022-12-10 18:04:27,2022-12-10 18:59:27,Cancelled,Sedan,10.16,55,0.0,0.0,1.0,App Wallet,Night Out,,5
9260634,4011350,San Diego,32.65496,-117.16085,32.74087,-117.09856,2024-05-15 03:03:31,2024-05-15 03:37:31,Completed,SUV,6.95,34,17.79,8.32,1.0,App Wallet,Night Out,5,3
5981928,2230605,Boston,42.36416,-71.10254,42.30451,-70.96514,2022-08-14 15:21:33,2022-08-14 15:46:33,Completed,Sedan,8.14,25,25.73,0.56,1.5,Credit Card,Airport Transfer,5,2
2484320,8619647,Portland,45.48134,-122.6576,45.46077,-122.60136,2023-02-27 05:09:10,2023-02-27 05:25:10,No-show,Sedan,3.07,16,0.0,0.0,1.0,Credit Card,Event,,4
8243038,8949406,Seattle,47.55181,-122.37427,47.55536,-122.40698,2022-06-14 23:50:53,2022-06-14 23:58:53,No-show,Compact,1.54,8,0.0,0.0,1.5,Debit Card,Business Meeting,,3
9114145,7356632,Houston,29.76569,-95.38449,29.83232,-95.33893,2023-09-15 06:10:35,2023-09-15 06:38:35,No-show,Electric SUV,5.35,28,0.0,0.0,1.0,Debit Card,Daily Commute,,6
6993288,6655606,Los Angeles,33.95899,-118.14055,34.078,-118.23397,2024-06-06 12:42:24,2024-06-06 13:24:24,Completed,Electric Sedan,9.81,42,44.24,5.53,2.0,Credit Card,Medical Appointment,3,3
1183003,7559837,Denver,39.763,-105.05909,39.71713,-104.92415,2022-08-15 15:03:41,2022-08-15 15:20:41,Cancelled,Electric Sedan,7.84,17,0.0,0.0,1.0,Credit Card,Night Out,,15
7134448,2567078,Houston,29.78019,-95.42872,29.68126,-95.32677,2023-03-09 03:23:45,2023-03-09 03:48:45,In Progress,Minivan,9.17,25,0.0,0.0,1.0,Credit Card,Daily Commute,,4
8359648,2686440,Minneapolis,44.89235,-93.35314,44.9219,-93.28309,2022-07-22 20:30:40,2022-07-22 20:41:40,Completed,SUV,3.99,11,20.3,1.34,1.8,Credit Card,Daily Commute,4,4
6261392,1444615,San Francisco,37.70281,-122.45972,37.85557,-122.5104,2022-07-19 07:33:06,2022-07-19 08:30:06,Cancelled,Electric Sedan,10.91,57,0.0,0.0,2.5,Credit Card,Airport Transfer,,8
7558774,4696739,Dallas,32.7987,-96.7416,32.6919,-96.71637,2022-06-30 00:35:17,2022-06-30 00:52:17,Disputed,Luxury,7.52,17,0.0,0.0,1.0,App Wallet,Airport Transfer,,4
5436887,6044881,Chicago,41.88024,-87.69241,41.88416,-87.70536,2023-06-01 02:57:44,2023-06-01 03:00:44,Disputed,Sedan,0.72,3,0.0,0.0,1.5,App Wallet,Airport Transfer,,3
7226185,8951905,Austin,30.31639,-97.68066,30.2223,-97.74582,2022-03-22 09:44:11,2022-03-22 10:10:11,No-show,Luxury,7.58,26,0.0,0.0,1.2,Credit Card,Shopping,,3
7069425,7757053,Portland,45.61576,-122.7033,45.58302,-122.68774,2023-08-18 04:10:29,2023-08-18 04:17:29,Completed,Luxury,2.38,7,10.83,0.24,1.0,Credit Card,Airport Transfer,5,8
5669364,7693188,Los Angeles,34.03264,-118.17535,34.04566,-118.27242,2022-05-14 05:24:24,2022-05-14 05:36:24,No-show,Minivan,5.63,12,0.0,0.0,1.2,Promo Credit,Night Out,,8
6269066,4223996,Houston,29.68444,-95.34824,29.85723,-95.39047,2024-11-19 04:15:13,2024-11-19 04:59:13,Completed,Electric Sedan,12.2,44,53.8,10.96,2.0,Crypto,Daily Commute,5,2
